2025-07-14,HAPV3,HAPVIDA,ON      NM,311217208,0.478,20250713
2025-07-14,HYPE3,HYPERA,ON      NM,360057207,0.463,20250713
2025-07-14,IGTI11,IGUATEMI S.A,UNT     N1,198474750,0.208,20250713
2025-07-14,IRBR3,IRBBRASIL RE,ON      NM,81838243,0.173,20250713
2025-07-14,ISAE4,ISA ENERGIA,PN      N1,395801044,0.429,20250713
2025-07-14,ITSA4,ITAUSA,PN      N1,5856697902,2.919,20250713
2025-07-14,ITUB4,ITAUUNIBANCO,PN      N1,4757320048,7.91,20250713
