2025-07-14,MOTV3,MOTIVA SA,ON      NM,991920937,0.61,20250713
2025-07-14,MRVE3,MRV,ON      NM,375507695,0.109,20250713
2025-07-14,MULT3,MULTIPLAN,ON      N2,314311970,0.387,20250713
2025-07-14,NATU3,NATURA,ON      NM,845713747,0.394,20250713
2025-07-14,PCAR3,P.ACUCAR-CBD,ON      NM,461260303,0.071,20250713
2025-07-14,PETR3,PETROBRAS,ON      N2,2820420899,4.758,20250713
2025-07-14,PETR4,PETROBRAS,PN      N2,4410955873,6.845,20250713
