2025-07-14,KLBN11,KLABIN S/A,UNT     N2,765785673,0.676,20250713
2025-07-14,RENT3,LOCALIZA,ON      NM,956264719,1.667,20250713
2025-07-14,LREN3,LOJAS RENNER,ON  EJ  NM,1030587204,0.917,20250713
2025-07-14,MGLU3,MAGAZ LUIZA,ON      NM,353448195,0.135,20250713
2025-07-14,POMO4,MARCOPOLO,PN      N2,666378439,0.254,20250713
2025-07-14,MRFG3,MARFRIG,ON      NM,237618211,0.26,20250713
2025-07-14,BEEF3,MINERVA,ON      NM,433214256,0.111,20250713
