2025-07-14,CMIN3,CSNMINERACAO,ON      N2,1646519336,0.403,20250713
2025-07-14,CVCB3,CVC BRASIL,ON      NM,450926127,0.05,20250713
2025-07-14,CYRE3,CYRELA REALT,ON      NM,257174951,0.313,20250713
2025-07-14,DIRR3,DIRECIONAL,ON      NM,108541907,0.204,20250713
2025-07-14,ELET3,ELETROBRAS,ON      N1,1808652474,3.382,20250713
2025-07-14,ELET6,ELETROBRAS,PNB     N1,268875696,0.552,20250713
2025-07-14,EMBR3,EMBRAER,ON      NM,734631701,2.596,20250713
