2025-07-14,RECV3,PETRORECSA,ON      NM,274981010,0.189,20250713
2025-07-14,PRIO3,PETRORIO,ON      NM,779999989,1.585,20250713
2025-07-14,PETZ3,PETZ,ON  ATZ NM,295519280,0.051,20250713
2025-07-14,PSSA3,PORTO SEGURO,ON      NM,182560698,0.455,20250713
2025-07-14,RADL3,RAIADROGASIL,ON  EJ  NM,1297567800,0.85,20250713
2025-07-14,RAIZ4,RAIZEN,PN      N2,1210756333,0.089,20250713
2025-07-14,RDOR3,REDE D OR,ON      NM,1145289019,1.814,20250713
