2025-07-14,ENGI11,ENERGISA,UNT     N2,326175300,0.71,20250713
2025-07-14,ENEV3,ENEVA,ON      NM,1907494195,1.201,20250713
2025-07-14,EGIE3,ENGIE BRASIL,ON      NM,255236938,0.505,20250713
2025-07-14,EQTL3,EQUATORIAL,ON      NM,1244304866,2.033,20250713
2025-07-14,FLRY3,FLEURY,ON      NM,455988366,0.274,20250713
2025-07-14,GGBR4,GERDAU,PN      N1,1308152318,1.038,20250713
2025-07-14,GOAU4,GERDAU MET,PN      N1,623866944,0.276,20250713
